805.092162   0.000000 
801.656492   0.000000 
798.198629   0.000000 
794.821418   0.000000 
791.422143   0.000000 
788.101913   0.000000 
784.759751   0.000000 
781.495071   0.000000 
778.257441   0.000000 
774.998081   0.000000 
771.813950   0.000000 
768.608226   0.000000 
765.476280   0.000000 
762.322879   0.000000 
759.241843   0.000000 
756.185612   0.000000 
753.108139   0.000000 
750.100992   0.000000 
747.072746   0.000000 
744.113510   0.000000 
741.133319   0.000000 
738.220857   0.000000 
735.331196   0.000000 
732.420800   0.000000 
729.576280   0.000000 
726.711172   0.000000 
723.910743   0.000000 
721.089874   0.000000 
718.332520   0.000000 
715.596173   0.000000 
712.839608   0.000000 
710.144871   0.000000 
707.430064   0.000000 
704.775995   0.000000 
702.102005   0.000000 
699.487690   0.000000 
696.892772   0.000000 
694.278155   0.000000 
691.721675   0.000000 
689.145645   0.000000 
686.626754   0.000000 
684.088463   0.000000 
681.606339   0.000000 
679.142161   0.000000 
676.658806   0.000000 
674.230208   0.000000 
671.782580   0.000000 
669.388797   0.000000 
666.976131   0.000000 
664.616419   0.000000 
662.273345   0.000000 
659.911608   0.000000 
657.601533   0.000000 
655.272940   0.000000 
652.995170   0.000000 
650.699029   0.000000 
648.452892   0.000000 
646.222209   0.000000 
643.973370   0.000000 
641.773347   0.000000 
639.555313   0.000000 
637.385323   0.000000 
635.197464   0.000000 
633.056896   0.000000 
630.930706   0.000000 
628.786860   0.000000 
626.689208   0.000000 
624.574042   0.000000 
622.504358   0.000000 
620.417299   0.000000 
618.375027   0.000000 
616.346157   0.000000 
614.300119   0.000000 
612.297857   0.000000 
610.278564   0.000000 
608.302389   0.000000 
606.309321   0.000001 
604.358728   0.000001 
602.420645   0.000001 
600.465871   0.000001 
598.552636   0.000001 
596.622843   0.000002 
594.733981   0.000002 
592.828694   0.000002 
590.963742   0.000003 
589.110487   0.000004 
587.241003   0.000004 
585.410987   0.000005 
583.564873   0.000007 
581.757662   0.000008 
579.934482   0.000010 
578.149653   0.000012 
576.375775   0.000014 
574.586120   0.000017 
572.834009   0.000021 
571.066248   0.000025 
569.335505   0.000030 
567.589237   0.000036 
565.879475   0.000043 
564.179983   0.000051 
562.465150   0.000061 
560.786074   0.000073 
559.091779   0.000087 
557.432753   0.000103 
555.758631   0.000122 
554.119298   0.000145 
552.489608   0.000171 
550.845002   0.000202 
549.234487   0.000238 
547.609174   0.000280 
546.017497   0.000329 
544.411140   0.000386 
542.837973   0.000453 
541.273871   0.000529 
539.695264   0.000618 
538.149195   0.000720 
536.588735   0.000838 
535.060388   0.000973 
533.517763   0.001129 
532.006835   0.001307 
530.504441   0.001512 
528.987938   0.001745 
527.502523   0.002011 
526.003110   0.002314 
524.534387   0.002658 
523.051776   0.003049 
521.599466   0.003491 
520.155198   0.003992 
518.697205   0.004556 
517.268943   0.005192 
515.827064   0.005908 
514.414542   0.006711 
512.988510   0.007611 
511.591471   0.008618 
510.202020   0.009743 
508.799216   0.010997 
507.424871   0.012393 
506.037276   0.013943 
504.677791   0.015662 
503.305160   0.017565 
501.960296   0.019667 
500.622600   0.021985 
499.271908   0.024538 
497.948484   0.027344 
496.612165   0.030420 
495.302784   0.033789 
493.980609   0.037471 
492.685051   0.041488 
491.396270   0.045862 
490.094841   0.050615 
488.819559   0.055772 
487.531725   0.061355 
486.269730   0.067388 
484.995279   0.073900 
483.746364   0.080908 
482.503864   0.088439 
481.249051   0.096512 
480.019331   0.105162 
478.777390   0.114400 
477.560253   0.124247 
476.330989   0.134723 
475.126243   0.145854 
473.927575   0.157653 
472.716917   0.170128 
471.530361   0.183304 
470.331903   0.197174 
469.157275   0.211760 
467.970835   0.227060 
466.807956   0.243075 
465.650841   0.259797 
464.482048   0.277235 
463.336421   0.295361 
462.179203   0.314168 
461.044894   0.333644 
459.899080   0.353756 
458.775922   0.374476 
457.658237   0.395778 
456.529174   0.417623 
455.422396   0.439964 
454.304324   0.462756 
453.208294   0.485951 
452.101054   0.509496 
451.015617   0.533320 
449.935379   0.557362 
448.844054   0.581563 
447.774181   0.605837 
446.693302   0.630111 
445.633646   0.654311 
444.563064   0.678380 
443.513479   0.702138 
442.468838   0.725630 
441.413390   0.748660 
440.378607   0.771226 
439.333096   0.793131 
438.308032   0.814440 
437.272318   0.834888 
436.256837   0.854543 
435.246061   0.873271 
434.224750   0.890940 
433.223359   0.907485 
432.211507   0.922904 
431.219369   0.937066 
430.216847   0.949970 
429.233834   0.961419 
428.255304   0.971544 
427.266500   0.980147 
426.296909   0.987228 
425.317118   0.992787 
424.356344   0.996757 
423.385443   0.999140 
422.433366   1.000000 
421.485562   0.999140 
420.527738   0.996757 
419.588456   0.992787 
418.639225   0.987228 
417.708352   0.980147 
416.767599   0.971544 
415.845021   0.961419 
414.926519   0.949970 
413.998240   0.937066 
413.087869   0.922904 
412.167790   0.907485 
411.265443   0.890940 
410.353455   0.873271 
409.459026   0.854543 
408.568487   0.834888 
407.668408   0.814440 
406.785633   0.793131 
405.893384   0.771226 
405.018271   0.748660 
404.133749   0.725630 
403.266199   0.702138 
402.402366   0.678380 
401.529221   0.654311 
400.672806   0.630111 
399.807143   0.605837 
398.958049   0.581563 
398.099772   0.557362 
397.257908   0.533320 
396.419596   0.509496 
395.572195   0.485951 
394.740976   0.462756 
393.900728   0.439964 
393.076511   0.417623 
392.243326   0.395778 
391.426024   0.374476 
390.612120   0.353756 
389.789339   0.333644 
388.982221   0.314168 
388.166285   0.295361 
387.365867   0.277235 
386.556691   0.259797 
385.762890   0.243075 
384.972344   0.227060 
384.173126   0.211760 
383.389075   0.197174 
382.596411   0.183304 
381.818776   0.170128 
381.032586   0.157653 
380.261288   0.145854 
379.493107   0.134723 
378.716455   0.124247 
377.954496   0.114400 
377.184123   0.105162 
376.428312   0.096512 
375.664141   0.088439 
374.914403   0.080908 
374.167651   0.073900 
373.412622   0.067388 
372.671836   0.061355 
371.922825   0.055772 
371.187932   0.050615 
370.444868   0.045862 
369.715798   0.041488 
368.989593   0.037471 
368.255296   0.033789 
367.534811   0.030420 
366.806287   0.027344 
366.091455   0.024538 
365.368636   0.021985 
364.659391   0.019667 
363.952894   0.017565 
363.238488   0.015662 
362.537481   0.013943 
361.828614   0.012393 
361.133033   0.010997 
360.429643   0.009743 
359.739426   0.008618 
359.051846   0.007611 
358.356532   0.006711 
357.674224   0.005908 
356.984230   0.005192 
356.307133   0.004556 
355.622398   0.003992 
354.950452   0.003491 
354.281041   0.003049 
353.604064   0.002658 
352.939716   0.002314 
352.267851   0.002011 
351.608511   0.001745 
350.941699   0.001512 
350.287309   0.001307 
349.635354   0.001129 
348.975999   0.000973 
348.328912   0.000838 
347.674471   0.000720 
347.032197   0.000618 
346.382614   0.000529 
345.745100   0.000453 
345.109929   0.000386 
344.467516   0.000329 
343.837025   0.000280 
343.199338   0.000238 
342.573478   0.000202 
341.940464   0.000171 
341.319182   0.000145 
340.700154   0.000122 
340.074039   0.000103 
339.459514   0.000087 
338.837946   0.000073 
338.227877   0.000061 
337.610808   0.000051 
337.005145   0.000043 
336.401652   0.000036 
335.791222   0.000030 
335.192065   0.000025 
334.586013   0.000021 
333.991145   0.000017 
333.389424   0.000014 
332.798800   0.000012 
332.210265   0.000010 
331.614938   0.000008 
331.030579   0.000007 
330.439469   0.000005 
329.859241   0.000004 
329.272303   0.000004 
328.696164   0.000003 
328.122037   0.000002 
327.541260   0.000002 
326.971157   0.000002 
326.394443   0.000001 
325.828322   0.000001 
325.255628   0.000001 
324.693448   0.000001 
324.133207   0.000001 
323.566452   0.000000 
323.010090   0.000000 
322.447252   0.000000 
321.894730   0.000000 
321.335769   0.000000 
320.787045   0.000000 
320.240193   0.000000 
319.686958   0.000000 
319.143847   0.000000 
318.594390   0.000000 
318.054982   0.000000 
317.509265   0.000000 
316.973522   0.000000 
316.439583   0.000000 
315.899391   0.000000 
315.369062   0.000000 
314.832516   0.000000 
314.305760   0.000000 
313.772822   0.000000 
313.249603   0.000000 
312.728126   0.000000 
312.200521   0.000000 
311.682528   0.000000 
311.158443   0.000000 
310.643899   0.000000 
310.123297   0.000000 
309.612169   0.000000 
309.102722   0.000000 
308.587269   0.000000 
308.081187   0.000000 
307.569132   0.000000 
307.066382   0.000000 
306.557692   0.000000 
306.058240   0.000000 
305.560413   0.000000 
305.056696   0.000000 
304.562119   0.000000 
304.061686   0.000000 
303.570327   0.000000 
303.073145   0.000000 
302.584974   0.000000 
302.098372   0.000000 
301.605996   0.000000 
301.122536   0.000000 
300.633333   0.000000 
300.152984   0.000000 
299.666924   0.000000 
299.189655   0.000000 
298.713904   0.000000 
298.232490   0.000000 
297.759776   0.000000 
297.281430   0.000000 
296.811723   0.000000 
296.336416   0.000000 
295.869689   0.000000 
295.404429   0.000000 
294.933615   0.000000 
294.471293   0.000000 
294.003445   0.000000 
293.544032   0.000000 
293.079125   0.000000 
292.622594   0.000000 
292.167483   0.000000 
291.706922   0.000000 
291.254652   0.000000 
290.796963   0.000000 
290.347508   0.000000 
289.892663   0.000000 
289.445997   0.000000 
289.000706   0.000000 
288.550067   0.000000 
288.107527   0.000000 
287.659667   0.000000 
287.219851   0.000000 
286.774744   0.000000 
286.337628   0.000000 
285.901842   0.000000 
285.460809   0.000000 
285.027686   0.000000 
284.589343   0.000000 
284.158858   0.000000 
283.723181   0.000000 
283.295311   0.000000 
282.868730   0.000000 
282.436997   0.000000 
282.012995   0.000000 
281.583868   0.000000 
281.162421   0.000000 
280.735878   0.000000 
280.316964   0.000000 
279.899298   0.000000 
279.476575   0.000000 
279.061408   0.000000 
278.641210   0.000000 
278.228520   0.000000 
277.810825   0.000000 
277.400588   0.000000 
276.991562   0.000000 
276.577570   0.000000 
276.170965   0.000000 
275.759420   0.000000 
275.355216   0.000000 
274.946097   0.000000 
274.544271   0.000000 
274.143619   0.000000 
273.738090   0.000000 
273.339785   0.000000 
272.936629   0.000000 
272.540651   0.000000 
272.139847   0.000000 
271.746176   0.000000 
271.353643   0.000000 
270.956320   0.000000 
270.566064   0.000000 
270.171042   0.000000 
269.783043   0.000000 
269.390303   0.000000 
269.004541   0.000000 
268.619883   0.000000 
268.230519   0.000000 
267.848070   0.000000 
267.460939   0.000000 
267.080679   0.000000 
266.695762   0.000000 
266.317674   0.000000 
265.940655   0.000000 
265.559015   0.000000 
265.184140   0.000000 
264.804667   0.000000 
264.431917   0.000000 
264.054592   0.000000 
263.683949   0.000000 
263.314346   0.000000 
262.940201   0.000000 
262.572678   0.000000 
262.200637   0.000000 
261.835177   0.000000 
261.465221   0.000000 
261.101807   0.000000 
260.739402   0.000000 
260.372533   0.000000 
260.012149   0.000000 
259.647323   0.000000 
259.288941   0.000000 
258.926140   0.000000 
258.569746   0.000000 
258.214331   0.000000 
257.854529   0.000000 
257.501076   0.000000 
257.143257   0.000000 
256.791751   0.000000 
256.435899   0.000000 
256.086322   0.000000 
255.737697   0.000000 
255.384759   0.000000 
255.038040   0.000000 
254.687030   0.000000 
254.342202   0.000000 
253.993102   0.000000 
253.650149   0.000000 
253.308121   0.000000 
252.961853   0.000000 
252.621677   0.000000 
252.277282   0.000000 
251.938944   0.000000 
251.596406   0.000000 
251.259891   0.000000 
250.924274   0.000000 
250.584488   0.000000 
250.250672   0.000000 
249.912707   0.000000 
249.580677   0.000000 
249.244518   0.000000 
248.914260   0.000000 
248.584876   0.000000 
248.251393   0.000000 
247.923760   0.000000 
247.592046   0.000000 
247.266150   0.000000 
246.936193   0.000000 
246.612020   0.000000 
246.288697   0.000000 
245.961341   0.000000 
245.639721   0.000000 
245.314088   0.000000 
244.994157   0.000000 
244.670231   0.000000 
244.351977   0.000000 
244.034549   0.000000 
243.713154   0.000000 
243.397383   0.000000 
243.077663   0.000000 
242.763536   0.000000 
242.445478   0.000000 
242.132981   0.000000 
241.821289   0.000000 
241.505694   0.000000 
241.195613   0.000000 
240.881648   0.000000 
240.573167   0.000000 
240.260819   0.000000 
239.953925   0.000000 
239.647814   0.000000 
239.337863   0.000000 
239.033320   0.000000 
238.724956   0.000000 
238.421970   0.000000 
238.115180   0.000000 
237.813739   0.000000 
237.513061   0.000000 
237.208604   0.000000 
236.909453   0.000000 
236.606540   0.000000 
236.308905   0.000000 
236.007525   0.000000 
235.711394   0.000000 
235.416005   0.000000 
235.116896   0.000000 
234.822995   0.000000 
234.525391   0.000000 
234.232965   0.000000 
233.936854   0.000000 
233.645893   0.000000 
233.355655   0.000000 
233.061756   0.000000 
232.772967   0.000000 
232.480533   0.000000 
232.193181   0.000000 
231.902201   0.000000 
231.616277   0.000000 
231.331056   0.000000 
231.042232   0.000000 
230.758423   0.000000 
230.471026   0.000000 
230.188617   0.000000 
229.902637   0.000000 
229.621619   0.000000 
229.341287   0.000000 
229.057407   0.000000 
228.778450   0.000000 
228.495960   0.000000 
228.218368   0.000000 
227.937260   0.000000 
227.661023   0.000000 
227.385455   0.000000 
227.106393   0.000000 
226.832165   0.000000 
226.554459   0.000000 
226.281561   0.000000 
226.005201   0.000000 
225.733624   0.000000 
225.462699   0.000000 
225.188334   0.000000 
224.918716   0.000000 
224.645672   0.000000 
224.377351   0.000000 
224.105620   0.000000 
223.838586   0.000000 
223.572189   0.000000 
223.302403   0.000000 
223.037279   0.000000 
222.768781   0.000000 
222.504923   0.000000 
222.237705   0.000000 
221.975102   0.000000 
221.713119   0.000000 
221.447798   0.000000 
221.187057   0.000000 
220.922993   0.000000 
220.663486   0.000000 
